feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,CD1a_pmol,CD1b_pmol,CD1c_pmol,CD1d_pmol
PC O-17:1;0/16:0;0,PC O-,GPL,MEM,33,1,0,0.868364989757538,0.331910998,8.52863025665283,2.176700115
PC O-18:0;0/15:1;0,PC O-,GPL,MEM,33,1,0,NA,NA,NA,0.00595295
PC O-18:1;0/15:0;0,PC O-,GPL,MEM,33,1,0,0.0217783004045486,0.015316,0.136212006211281,0.114345998
PC O-16:1;0/17:1;0,PC O-,GPL,MEM,33,2,0,0.0927155017852783,0.108925,2.23562002182007,1.027570009
PC O-16:2;0/17:0;0,PC O-,GPL,MEM,33,2,0,0.0218810997903347,0.0131854,0.210317000746727,0.057486001
PC O-17:0;0/16:2;0,PC O-,GPL,MEM,33,2,0,0.0832554996013641,0.0309934,0.799566984176636,0.272624999
PC O-17:1;0/16:1;0,PC O-,GPL,MEM,33,2,0,1.49273002147675,1.044989944,16.8215999603271,8.626850128
PC O-17:2;0/16:0;0,PC O-,GPL,MEM,33,2,0,0.170813992619514,0.052034099,0.854757010936737,0.320944011
PC O-18:2;0/15:0;0,PC O-,GPL,MEM,33,2,0,NA,0.0191973,0.2100840061903,0.466165006
PC O-16:2;0/17:1;0,PC O-,GPL,MEM,33,3,0,2.17753005027771,0.102118,2.57036995887756,0.233135
PC O-17:1;0/16:2;0,PC O-,GPL,MEM,33,3,0,NA,0.0948615,2.36437010765076,0.214892998
PC O-17:2;0/16:1;0,PC O-,GPL,MEM,33,3,0,7.22101020812988,0.353533,16.5133991241455,1.55666995
PC O-16:0;0/18:0;0,PC O-,GPL,MEM,34,0,0,NA,0.046041299,NA,NA
PC O-17:0;0/17:0;0,PC O-,GPL,MEM,34,0,0,NA,0.328586012,NA,NA
PC O-18:0;0/16:0;0,PC O-,GPL,MEM,34,0,0,NA,0.40992099,NA,NA
PC O-16:0;0/18:1;0,PC O-,GPL,MEM,34,1,0,14.2610998153687,3.577860117,107.407997131348,14.36900043
PC O-16:1;0/18:0;0,PC O-,GPL,MEM,34,1,0,NA,NA,NA,NA
PC O-17:0;0/17:1;0,PC O-,GPL,MEM,34,1,0,2.40093994140625,1.018239975,30.3612003326416,4.418749809
PC O-17:1;0/17:0;0,PC O-,GPL,MEM,34,1,0,0.93451201915741,0.52067101,9.63142967224121,2.274569988
PC O-18:0;0/16:1;0,PC O-,GPL,MEM,34,1,0,2.6292200088501,0.991966009,25.7569007873535,4.535160065
PC O-18:1;0/16:0;0,PC O-,GPL,MEM,34,1,0,2.89048004150391,1.019350052,27.8542003631592,2.737030029
PC O-16:0;0/18:2;0,PC O-,GPL,MEM,34,2,0,0.415347009897232,0.0960548,2.87951993942261,1.020990014
PC O-16:1;0/18:1;0,PC O-,GPL,MEM,34,2,0,20.2416000366211,5.076660156,270.045989990234,52.48860168
PC O-16:2;0/18:0;0,PC O-,GPL,MEM,34,2,0,NA,0.063725799,2.97820997238159,NA
PC O-17:0;0/17:2;0,PC O-,GPL,MEM,34,2,0,NA,0.0194479,NA,0.178021997
PC O-17:1;0/17:1;0,PC O-,GPL,MEM,34,2,0,1.0971599817276,0.515932024,5.95567989349365,4.118340015
PC O-17:2;0/17:0;0,PC O-,GPL,MEM,34,2,0,0.314240008592606,0.254711002,1.03294003009796,0.458068997
PC O-18:1;0/16:1;0,PC O-,GPL,MEM,34,2,0,6.78205013275146,1.656049967,47.3119010925293,15.42099953
PC O-18:2;0/16:0;0,PC O-,GPL,MEM,34,2,0,0.996052980422974,0.448235005,9.70946979522705,2.818000078
PC O-16:1;0/18:2;0,PC O-,GPL,MEM,34,3,0,0.148543000221252,0.168310001,2.87819004058838,1.431190014
PC O-16:2;0/18:1;0,PC O-,GPL,MEM,34,3,0,1.84072005748749,0.375063986,25.0352993011475,2.426470041
PC O-17:2;0/17:1;0,PC O-,GPL,MEM,34,3,0,0.0340162999927998,0.072077803,0.231591999530792,0.145972997
PC O-18:1;0/16:2;0,PC O-,GPL,MEM,34,3,0,0.036828301846981,NA,NA,0.089543797
PC O-18:2;0/16:1;0,PC O-,GPL,MEM,34,3,0,1.02768003940582,1.279960036,19.1193008422852,17.29470062
PC O-16:1;0/19:1;0,PC O-,GPL,MEM,35,2,0,NA,0.00504751,NA,0.021617901
PC O-17:0;0/18:2;0,PC O-,GPL,MEM,35,2,0,0.0528625994920731,0.034131199,1.02051997184753,0.34336099
PC O-17:1;0/18:1;0,PC O-,GPL,MEM,35,2,0,1.32125997543335,0.743722975,12.791600227356,6.373010159
PC O-17:2;0/18:0;0,PC O-,GPL,MEM,35,2,0,0.00606823014095426,0.00703971,NA,0.0199847
PC O-18:1;0/17:1;0,PC O-,GPL,MEM,35,2,0,0.0107519999146461,0.0225439,0.189089000225067,0.132990003
PC O-18:2;0/17:0;0,PC O-,GPL,MEM,35,2,0,0.00427014008164406,0.039878801,0.194729000329971,0.093668997
PC O-16:1;0/19:2;0,PC O-,GPL,MEM,35,3,0,NA,NA,NA,0.040329799
PC O-17:0;0/18:3;0,PC O-,GPL,MEM,35,3,0,NA,NA,0.627083003520966,0.090314999000000007
PC O-17:1;0/18:2;0,PC O-,GPL,MEM,35,3,0,1.74167001247406,0.089873701,3.18888998031616,0.807354987
PC O-17:2;0/18:1;0,PC O-,GPL,MEM,35,3,0,5.59465980529785,0.33179,9.55683994293213,2.180799961
PC O-18:2;0/17:1;0,PC O-,GPL,MEM,35,3,0,0.339278012514114,0.100694999,2.24371004104614,1.366809964
PC O-16:0;0/20:1;0,PC O-,GPL,MEM,36,1,0,0.328343987464905,0.191148996,1.23387002944946,0.30280599
PC O-16:1;0/20:0;0,PC O-,GPL,MEM,36,1,0,NA,NA,NA,NA
PC O-17:0;0/19:1;0,PC O-,GPL,MEM,36,1,0,0.239755004644394,0.0236111,0.469628006219864,0.074662603
PC O-17:1;0/19:0;0,PC O-,GPL,MEM,36,1,0,0.0374072007834911,0.00722806,0.114940002560616,0.035644401
PC O-18:0;0/18:1;0,PC O-,GPL,MEM,36,1,0,5.70803022384644,1.220299959,20.8770008087158,3.774849892
PC O-18:1;0/18:0;0,PC O-,GPL,MEM,36,1,0,0.306492000818253,0.171404004,1.69106996059418,0.149344996
PC O-16:0;0/20:2;0,PC O-,GPL,MEM,36,2,0,0.146208003163338,0.0389392,0.852442979812622,0.179471001
PC O-16:1;0/20:1;0,PC O-,GPL,MEM,36,2,0,0.706561028957367,0.263891011,8.7962703704834,1.602859974
PC O-16:2;0/20:0;0,PC O-,GPL,MEM,36,2,0,NA,NA,NA,NA
PC O-17:0;0/19:2;0,PC O-,GPL,MEM,36,2,0,0.049404300749301903,NA,NA,0.074560001
PC O-17:1;0/19:1;0,PC O-,GPL,MEM,36,2,0,0.277498006820679,0.042204998,1.03781998157501,0.377572
PC O-18:0;0/18:2;0,PC O-,GPL,MEM,36,2,0,0.176089003682137,0.056168102,1.08513998985291,0.537880003
PC O-18:1;0/18:1;0,PC O-,GPL,MEM,36,2,0,11.036600112915,1.766690016,56.2509002685547,14.34000015
PC O-18:2;0/18:0;0,PC O-,GPL,MEM,36,2,0,NA,0.083687797,NA,NA
PC O-16:0;0/20:3;0,PC O-,GPL,MEM,36,3,0,0.133313000202179,0.033371601,NA,0.136378005
PC O-16:1;0/20:2;0,PC O-,GPL,MEM,36,3,0,0.41771799325943,0.151884004,2.02944993972778,0.725759029
PC O-16:2;0/20:1;0,PC O-,GPL,MEM,36,3,0,0.157822996377945,0.032906201,1.18078994750977,0.055842999
PC O-18:0;0/18:3;0,PC O-,GPL,MEM,36,3,0,NA,NA,NA,0.049847599
PC O-18:1;0/18:2;0,PC O-,GPL,MEM,36,3,0,0.437633991241455,0.073949099,1.35930001735687,0.726743996
PC O-18:2;0/18:1;0,PC O-,GPL,MEM,36,3,0,9.26688957214355,2.796489954,51.7757987976074,31.18670082
PC O-16:1;0/20:3;0,PC O-,GPL,MEM,36,4,0,0.434626013040543,NA,NA,0.272906989
PC O-16:2;0/20:2;0,PC O-,GPL,MEM,36,4,0,NA,NA,NA,NA
PC O-18:2;0/18:2;0,PC O-,GPL,MEM,36,4,0,0.760644972324371,NA,NA,1.387089968
PC O-17:0;0/20:1;0,PC O-,GPL,MEM,37,1,0,NA,NA,11.6923999786377,3.708709955
PC O-17:1;0/20:0;0,PC O-,GPL,MEM,37,1,0,NA,NA,1.64350998401642,0.562246978
PC O-18:0;0/19:1;0,PC O-,GPL,MEM,37,1,0,NA,NA,NA,0.324961007
PC O-17:0;0/20:2;0,PC O-,GPL,MEM,37,2,0,NA,NA,3.54225993156433,0.848583996
PC O-17:1;0/20:1;0,PC O-,GPL,MEM,37,2,0,NA,NA,13.9126996994019,5.11480999
PC O-18:1;0/19:1;0,PC O-,GPL,MEM,37,2,0,NA,NA,NA,0.249629006
PC O-17:0;0/20:3;0,PC O-,GPL,MEM,37,3,0,NA,NA,4.04543018341064,0.925153017
PC O-17:1;0/20:2;0,PC O-,GPL,MEM,37,3,0,NA,NA,2.03320002555847,0.972136021
PC O-17:2;0/20:1;0,PC O-,GPL,MEM,37,3,0,NA,NA,NA,0.143648997
PC O-18:0;0/19:3;0,PC O-,GPL,MEM,37,3,0,NA,NA,NA,NA
PC O-18:2;0/19:1;0,PC O-,GPL,MEM,37,3,0,NA,NA,NA,0.140487999
PC O-16:0;0/22:0;0,PC O-,GPL,MEM,38,0,0,NA,0.226228997,NA,NA
PC O-18:0;0/20:0;0,PC O-,GPL,MEM,38,0,0,NA,0.520056009,NA,NA
PC O-16:0;0/22:1;0,PC O-,GPL,MEM,38,1,0,0.415324002504349,0.210932001,1.41270995140076,NA
PC O-16:1;0/22:0;0,PC O-,GPL,MEM,38,1,0,NA,NA,NA,NA
PC O-17:0;0/21:1;0,PC O-,GPL,MEM,38,1,0,0.0630519986152649,NA,NA,NA
PC O-18:0;0/20:1;0,PC O-,GPL,MEM,38,1,0,1.12038004398346,0.343320996,4.13768005371094,NA
PC O-18:1;0/20:0;0,PC O-,GPL,MEM,38,1,0,0.0600361004471779,NA,NA,NA
PC O-16:0;0/22:2;0,PC O-,GPL,MEM,38,2,0,0.0990172028541565,NA,NA,0.270034999
PC O-16:1;0/22:1;0,PC O-,GPL,MEM,38,2,0,0.331223011016846,0.0488852,1.86064994335175,0.321368009
PC O-17:1;0/21:1;0,PC O-,GPL,MEM,38,2,0,NA,NA,NA,0.0946704
PC O-18:0;0/20:2;0,PC O-,GPL,MEM,38,2,0,0.320463001728058,0.041062001,1.06789994239807,0.228735
PC O-18:1;0/20:1;0,PC O-,GPL,MEM,38,2,0,1.30208003520966,0.189743996,4.31927013397217,1.164600015
PC O-16:1;0/22:2;0,PC O-,GPL,MEM,38,3,0,0.20770999789238,0.060987499,1.81057000160217,0.420105994
PC O-18:0;0/20:3;0,PC O-,GPL,MEM,38,3,0,0.183100000023842,NA,NA,0.153761998
PC O-18:1;0/20:2;0,PC O-,GPL,MEM,38,3,0,0.443886011838913,0.0406809,0.937770009040833,0.51472801
PC O-18:2;0/20:1;0,PC O-,GPL,MEM,38,3,0,0.446985989809036,0.190158993,2.96303009986877,1.446099997
PC O-16:0;0/24:0;0,PC O-,GPL,MEM,40,0,0,NA,1.066570044,NA,NA
PC O-17:0;0/23:0;0,PC O-,GPL,MEM,40,0,0,NA,NA,NA,NA
PC O-18:0;0/22:0;0,PC O-,GPL,MEM,40,0,0,NA,0.136267006,NA,NA
PC O-16:0;0/24:1;0,PC O-,GPL,MEM,40,1,0,0.39691498875618,0.348167002,1.4386500120163,2.015779972
PC O-16:1;0/24:0;0,PC O-,GPL,MEM,40,1,0,0.225264996290207,0.095895797,3.26152992248535,0.556253016
PC O-18:0;0/22:1;0,PC O-,GPL,MEM,40,1,0,1.08402001857758,0.247355998,0.935434997081757,0.843261003
PC O-18:1;0/22:0;0,PC O-,GPL,MEM,40,1,0,0.0956327989697456,NA,NA,0.172829002
PC O-16:0;0/24:2;0,PC O-,GPL,MEM,40,2,0,NA,NA,NA,0.957302988
PC O-16:1;0/24:1;0,PC O-,GPL,MEM,40,2,0,0.529599010944366,NA,3.04291009902954,1.851539969
PC O-17:1;0/23:1;0,PC O-,GPL,MEM,40,2,0,NA,NA,NA,0.685244977
PC O-18:0;0/22:2;0,PC O-,GPL,MEM,40,2,0,0.350407004356384,NA,NA,0.649735987
PC O-18:1;0/22:1;0,PC O-,GPL,MEM,40,2,0,1.41216003894806,NA,1.68005001544952,3.102519989
PC O-18:0;0/24:0;0,PC O-,GPL,MEM,42,0,0,NA,0.805330992,NA,NA
PC O-18:0;0/24:1;0,PC O-,GPL,MEM,42,1,0,NA,1.114539981,3.02237010002136,1.93599999
PC O-18:1;0/24:0;0,PC O-,GPL,MEM,42,1,0,NA,NA,2.23164010047913,2.476599932
PC O-18:0;0/24:2;0,PC O-,GPL,MEM,42,2,0,NA,NA,NA,0.618865013
PC O-18:1;0/24:1;0,PC O-,GPL,MEM,42,2,0,2.09557008743286,NA,NA,9.030630112
PC O-18:2;0/24:0;0,PC O-,GPL,MEM,42,2,0,NA,NA,NA,0.51821202
PC O-18:2;0/24:1;0,PC O-,GPL,MEM,42,3,0,1.69999003410339,NA,NA,NA
PE 13:0;0_16:0;0,PE,GPL,MEM,29,0,0,NA,NA,NA,NA
PE 14:0;0_15:0;0,PE,GPL,MEM,29,0,0,NA,NA,NA,NA
PE 14:0;0_16:1;0,PE,GPL,MEM,30,1,0,NA,NA,NA,NA
PE 15:1;0_15:1;0,PE,GPL,MEM,30,2,0,0.664273977279663,NA,NA,NA
PE 13:0;0_18:0;0,PE,GPL,MEM,31,0,0,NA,0.0139554,0.330493003129959,0.133665994
PE 14:0;0_17:0;0,PE,GPL,MEM,31,0,0,NA,0.020847101,0.459964007139206,0.118295997
PE 15:0;0_16:0;0,PE,GPL,MEM,31,0,0,NA,0.104369,1.68424999713898,0.642657995
PE 13:0;0_18:1;0,PE,GPL,MEM,31,1,0,0.399511992931366,NA,NA,0.043805402
PE 14:0;0_17:1;0,PE,GPL,MEM,31,1,0,0.0501374006271362,0.0163265,NA,0.077003002
PE 15:0;0_16:1;0,PE,GPL,MEM,31,1,0,0.75196099281311,0.104612999,NA,0.460478991
PE 14:0;0_18:0;0,PE,GPL,MEM,32,0,0,NA,0.073346697,0.891533970832825,0.240585998
PE 15:0;0_17:0;0,PE,GPL,MEM,32,0,0,NA,0.041588198,0.419146001338959,0.342253
PE 16:0;0_16:0;0,PE,GPL,MEM,32,0,0,NA,NA,1.25404000282288,0.346399993
PE 14:0;0_18:1;0,PE,GPL,MEM,32,1,0,3.96288990974426,0.179835007,6.0833101272583,0.864090979
PE 14:1;0_18:0;0,PE,GPL,MEM,32,1,0,NA,NA,0.499309003353119,0.238071993
PE 15:0;0_17:1;0,PE,GPL,MEM,32,1,0,0.316637992858887,0.0910808,2.04759001731873,0.802805007
PE 16:0;0_16:1;0,PE,GPL,MEM,32,1,0,7.60801982879639,1.012410045,34.6780014038086,4.923500061
PE 14:1;0_18:1;0,PE,GPL,MEM,32,2,0,10.0333003997803,NA,NA,0.123544
PE 15:1;0_17:1;0,PE,GPL,MEM,32,2,0,NA,NA,NA,0.626614988
PE 16:1;0_16:1;0,PE,GPL,MEM,32,2,0,23.0683002471924,0.400314003,63.5036010742188,1.004410028
PE 16:0;0_17:0;0,PE,GPL,MEM,33,0,0,NA,NA,3.0676600933075,0.682317019
PE 13:0;0_20:1;0,PE,GPL,MEM,33,1,0,0.048257801681757,NA,NA,NA
PE 15:0;0_18:1;0,PE,GPL,MEM,33,1,0,3.80011010169983,0.053881701,3.95996999740601,2.614660025
PE 16:0;0_17:1;0,PE,GPL,MEM,33,1,0,0.522026002407074,0.032892399,1.54486000537872,0.884558022
PE 16:1;0_17:0;0,PE,GPL,MEM,33,1,0,0.966795980930328,0.036198299,2.72582006454468,1.809649944
PE 16:1;0_17:1;0,PE,GPL,MEM,33,2,0,2.28559994697571,0.380436003,3.32975006103516,2.480730057
PE 14:0;0_20:1;0,PE,GPL,MEM,34,1,0,0.646749973297119,NA,NA,NA
PE 15:0;0_19:1;0,PE,GPL,MEM,34,1,0,NA,NA,NA,NA
PE 16:0;0_18:1;0,PE,GPL,MEM,34,1,0,44.0094985961914,2.690550089,71.2030029296875,13.28829956
PE 16:1;0_18:0;0,PE,GPL,MEM,34,1,0,19.5337009429932,1.506669998,50.5825996398926,9.878290176
PE 17:0;0_17:1;0,PE,GPL,MEM,34,1,0,0.883336007595062,0.158645004,2.1433699131012,0.864937007
PE 15:1;0_19:1;0,PE,GPL,MEM,34,2,0,NA,NA,NA,NA
PE 16:0;0_18:2;0,PE,GPL,MEM,34,2,0,1.11099994182587,NA,2.23499989509583,0.585772991
PE 16:1;0_18:1;0,PE,GPL,MEM,34,2,0,116.817001342773,4.987609863,124.398002624512,29.66220093
PE 16:2;0_18:0;0,PE,GPL,MEM,34,2,0,0.259189009666443,NA,NA,0.25277099
PE 17:1;0_17:1;0,PE,GPL,MEM,34,2,0,1.34742999076843,0.201945007,3.85596990585327,0.941888988
PE 16:1;0_18:2;0,PE,GPL,MEM,34,3,0,0.785947024822235,NA,NA,NA
PE 16:2;0_18:1;0,PE,GPL,MEM,34,3,0,0.981600999832153,NA,NA,NA
PE 16:0;0_19:0;0,PE,GPL,MEM,35,0,0,NA,NA,NA,NA
PE 17:0;0_18:0;0,PE,GPL,MEM,35,0,0,NA,0.253324002,NA,1.098180056
PE 15:0;0_20:1;0,PE,GPL,MEM,35,1,0,1.40735995769501,0.120930001,2.63933992385864,1.259940028
PE 16:0;0_19:1;0,PE,GPL,MEM,35,1,0,2.55260992050171,NA,NA,0.629235983
PE 16:1;0_19:0;0,PE,GPL,MEM,35,1,0,0.467483997344971,0.089071497,NA,1.038990021
PE 17:0;0_18:1;0,PE,GPL,MEM,35,1,0,8.20042037963867,0.79736501,12.8802003860474,5.018539906
PE 15:0;0_20:2;0,PE,GPL,MEM,35,2,0,NA,0.0154458,0.152701005339622,0.088071503
PE 16:1;0_19:1;0,PE,GPL,MEM,35,2,0,0.404013007879257,0.066469699,NA,0.556496024
PE 17:0;0_18:2;0,PE,GPL,MEM,35,2,0,0.0785764008760452,0.0247883,NA,0.174113005
PE 17:1;0_18:1;0,PE,GPL,MEM,35,2,0,13.9806003570557,1.145519972,9.76140022277832,4.898580074
PE 17:1;0_18:2;0,PE,GPL,MEM,35,3,0,0.725219011306763,NA,NA,NA
PE 16:0;0_20:1;0,PE,GPL,MEM,36,1,0,6.93522977828979,0.332051992,13.9868001937866,2.730350018
PE 16:1;0_20:0;0,PE,GPL,MEM,36,1,0,NA,NA,NA,1.112200022
PE 17:0;0_19:1;0,PE,GPL,MEM,36,1,0,NA,0.050895199,NA,0.120872997
PE 18:0;0_18:1;0,PE,GPL,MEM,36,1,0,68.6594009399414,2.528019905,56.7046012878418,11.47889996
PE 16:0;0_20:2;0,PE,GPL,MEM,36,2,0,1.32670998573303,0.450439006,3.47181010246277,0.55626899
PE 16:1;0_20:1;0,PE,GPL,MEM,36,2,0,12.5103998184204,0.772632003,19.959400177002,7.85668993
PE 17:1;0_19:1;0,PE,GPL,MEM,36,2,0,0.788833975791931,0.359649003,NA,NA
PE 18:0;0_18:2;0,PE,GPL,MEM,36,2,0,3.15861010551453,0.174409002,2.23770999908447,0.730785012
PE 18:1;0_18:1;0,PE,GPL,MEM,36,2,0,353.730010986328,11.42370033,178.518005371094,54.99599838
PE 16:0;0_20:3;0,PE,GPL,MEM,36,3,0,1.17095005512238,NA,NA,NA
PE 16:1;0_20:2;0,PE,GPL,MEM,36,3,0,1.45079004764557,0.101012997,1.802649974823,0.760111988
PE 17:1;0_19:2;0,PE,GPL,MEM,36,3,0,0.131891995668411,NA,NA,0.285724014
PE 18:0;0_18:3;0,PE,GPL,MEM,36,3,0,0.234314993023872,NA,NA,NA
PE 18:1;0_18:2;0,PE,GPL,MEM,36,3,0,13.1428003311157,0.350086987,2.2164900302887,1.385689974
PE 16:1;0_20:3;0,PE,GPL,MEM,36,4,0,0.376020014286041,NA,NA,NA
PE 18:1;0_18:3;0,PE,GPL,MEM,36,4,0,0.60003399848938,NA,NA,NA
PE 18:2;0_18:2;0,PE,GPL,MEM,36,4,0,0.0878278985619545,NA,NA,NA
PE 15:0;0_22:1;0,PE,GPL,MEM,37,1,0,0.199079006910324,0.00946946,0.205889999866486,0.176792994
PE 16:1;0_21:0;0,PE,GPL,MEM,37,1,0,NA,NA,NA,NA
PE 17:0;0_20:1;0,PE,GPL,MEM,37,1,0,1.035640001297,0.061735898,0.847783029079437,0.548799992
PE 18:0;0_19:1;0,PE,GPL,MEM,37,1,0,1.20476996898651,0.0477277,1.36136996746063,0.131368995
PE 18:1;0_19:0;0,PE,GPL,MEM,37,1,0,2.11459994316101,0.130440995,NA,1.324569941
PE 15:0;0_22:2;0,PE,GPL,MEM,37,2,0,0.0726919025182724,NA,NA,0.375559986
PE 16:1;0_21:1;0,PE,GPL,MEM,37,2,0,NA,NA,NA,NA
PE 17:0;0_20:2;0,PE,GPL,MEM,37,2,0,0.199570000171661,0.039947301,NA,0.119138002
PE 17:1;0_20:1;0,PE,GPL,MEM,37,2,0,2.32279992103577,0.129161,NA,0.545365989
PE 18:0;0_19:2;0,PE,GPL,MEM,37,2,0,0.125366002321243,NA,NA,NA
PE 18:1;0_19:1;0,PE,GPL,MEM,37,2,0,3.69271993637085,0.154502004,NA,0.873081028
PE 17:0;0_20:3;0,PE,GPL,MEM,37,3,0,0.117076002061367,NA,NA,NA
PE 17:1;0_20:2;0,PE,GPL,MEM,37,3,0,0.521595001220703,NA,NA,NA
PE 18:0;0_19:3;0,PE,GPL,MEM,37,3,0,0.0716878026723862,NA,NA,NA
PE 18:1;0_19:2;0,PE,GPL,MEM,37,3,0,0.77265602350235,NA,NA,NA
PE 18:2;0_19:1;0,PE,GPL,MEM,37,3,0,0.0576806999742985,NA,NA,NA
PE 16:0;0_22:1;0,PE,GPL,MEM,38,1,0,0.434798002243042,NA,0.56469601392746,0.202952996
PE 16:1;0_22:0;0,PE,GPL,MEM,38,1,0,0.609821021556854,NA,NA,0.701103985
PE 17:0;0_21:1;0,PE,GPL,MEM,38,1,0,NA,NA,NA,NA
PE 18:0;0_20:1;0,PE,GPL,MEM,38,1,0,3.85314011573792,0.075704403,1.588250041008,0.384952992
PE 18:1;0_20:0;0,PE,GPL,MEM,38,1,0,5.62201976776123,0.199697003,5.19928979873657,1.398010015
PE 16:0;0_22:2;0,PE,GPL,MEM,38,2,0,0.450165987014771,NA,3.54986000061035,NA
PE 16:1;0_22:1;0,PE,GPL,MEM,38,2,0,3.23859000205994,0.121552996,4.80108976364136,2.179450035
PE 17:1;0_21:1;0,PE,GPL,MEM,38,2,0,0.224164992570877,NA,NA,NA
PE 18:0;0_20:2;0,PE,GPL,MEM,38,2,0,5.28942012786865,0.228430003,NA,0.216022998
PE 18:1;0_20:1;0,PE,GPL,MEM,38,2,0,49.4012985229492,1.333680034,20.5998001098633,10.80010033
PE 19:1;0_19:1;0,PE,GPL,MEM,38,2,0,0.0648840963840485,NA,NA,0.061627701
PE 16:0;0_22:3;0,PE,GPL,MEM,38,3,0,NA,NA,NA,NA
PE 16:1;0_22:2;0,PE,GPL,MEM,38,3,0,1.02901005744934,0.185170993,NA,0.905704021
PE 18:0;0_20:3;0,PE,GPL,MEM,38,3,0,3.80007004737854,0.064241298,NA,0.0638538
PE 18:1;0_20:2;0,PE,GPL,MEM,38,3,0,12.1121997833252,0.162897006,2.42768001556396,0.380870998
PE 18:2;0_20:1;0,PE,GPL,MEM,38,3,0,1.23064994812012,0.0276131,0.193856000900269,0.115185998
PE 16:1;0_22:3;0,PE,GPL,MEM,38,4,0,1.1797000169754,NA,NA,NA
PE 18:1;0_20:3;0,PE,GPL,MEM,38,4,0,6.04169988632202,0.178781003,NA,NA
PE 18:2;0_20:2;0,PE,GPL,MEM,38,4,0,0.141228005290031,NA,NA,NA
PE 18:3;0_20:1;0,PE,GPL,MEM,38,4,0,NA,NA,NA,NA
PE 15:0;0_24:1;0,PE,GPL,MEM,39,1,0,0.0441005006432533,NA,NA,0.175849006
PE 17:0;0_22:1;0,PE,GPL,MEM,39,1,0,0.162095993757248,NA,NA,0.179082006
PE 17:1;0_22:0;0,PE,GPL,MEM,39,1,0,NA,NA,NA,NA
PE 18:0;0_21:1;0,PE,GPL,MEM,39,1,0,NA,NA,NA,NA
PE 18:1;0_21:0;0,PE,GPL,MEM,39,1,0,0.512350022792816,NA,NA,NA
PE 19:0;0_20:1;0,PE,GPL,MEM,39,1,0,0.113481000065804,NA,NA,0.080179997
PE 19:1;0_20:0;0,PE,GPL,MEM,39,1,0,NA,NA,NA,NA
PE 17:0;0_22:2;0,PE,GPL,MEM,39,2,0,0.0917576998472214,NA,NA,NA
PE 17:1;0_22:1;0,PE,GPL,MEM,39,2,0,0.446747004985809,NA,NA,NA
PE 18:0;0_21:2;0,PE,GPL,MEM,39,2,0,NA,NA,NA,NA
PE 18:1;0_21:1;0,PE,GPL,MEM,39,2,0,0.970701992511749,NA,NA,NA
PE 19:0;0_20:2;0,PE,GPL,MEM,39,2,0,NA,NA,NA,NA
PE 19:1;0_20:1;0,PE,GPL,MEM,39,2,0,0.333604991436005,NA,NA,NA
PE 17:1;0_22:2;0,PE,GPL,MEM,39,3,0,0.553964972496033,0.262663007,NA,NA
PE 19:1;0_20:2;0,PE,GPL,MEM,39,3,0,0.132122993469238,NA,NA,NA
PE 19:2;0_20:1;0,PE,GPL,MEM,39,3,0,0.139699995517731,NA,NA,NA
PE 16:0;0_24:1;0,PE,GPL,MEM,40,1,0,0.277758985757828,NA,0.649363994598389,0.194944993
PE 16:1;0_24:0;0,PE,GPL,MEM,40,1,0,1.24089002609253,NA,7.39066982269287,5.740709782
PE 18:0;0_22:1;0,PE,GPL,MEM,40,1,0,NA,NA,NA,NA
PE 18:1;0_22:0;0,PE,GPL,MEM,40,1,0,2.21788001060486,NA,NA,0.821713984
PE 20:0;0_20:1;0,PE,GPL,MEM,40,1,0,0.443814992904663,NA,NA,0.068117902
PE 16:1;0_24:1;0,PE,GPL,MEM,40,2,0,1.53652000427246,NA,NA,3.967190027
PE 18:0;0_22:2;0,PE,GPL,MEM,40,2,0,0.784834027290344,NA,NA,NA
PE 18:1;0_22:1;0,PE,GPL,MEM,40,2,0,7.9142599105835,0.163631007,3.76437997817993,3.459470034
PE 20:1;0_20:1;0,PE,GPL,MEM,40,2,0,1.88118994235992,0.021085501,0.247243002057076,0.449799001
PE 16:1;0_24:2;0,PE,GPL,MEM,40,3,0,0.897553980350494,NA,NA,0.213427007
PE 18:0;0_22:3;0,PE,GPL,MEM,40,3,0,0.234885007143021,NA,NA,NA
PE 18:1;0_22:2;0,PE,GPL,MEM,40,3,0,2.3110499382019,NA,NA,0.849448979
PE 18:2;0_22:1;0,PE,GPL,MEM,40,3,0,0.0978282019495964,NA,NA,0.024186401
PE 20:1;0_20:2;0,PE,GPL,MEM,40,3,0,0.374421000480652,NA,NA,0.0350492
PE 18:1;0_22:3;0,PE,GPL,MEM,40,4,0,1.20803999900818,NA,NA,NA
PE 20:1;0_20:3;0,PE,GPL,MEM,40,4,0,0.102342002093792,NA,NA,NA
PE 20:2;0_20:2;0,PE,GPL,MEM,40,4,0,0.0115892002359033,NA,NA,NA
PE 17:1;0_24:1;0,PE,GPL,MEM,41,2,0,NA,NA,NA,0.708778024
PE 19:1;0_22:1;0,PE,GPL,MEM,41,2,0,NA,NA,NA,NA
PE 17:1;0_24:2;0,PE,GPL,MEM,41,3,0,NA,NA,NA,NA
PE 18:0;0_24:1;0,PE,GPL,MEM,42,1,0,NA,NA,NA,NA
